playerId,area,competition_name,season_name,player_shortName,player_firstName,player_lastName,isRomanian,player_birthDate,isU21,team_name,player_currentTeamId,generic_position_code,player_height,player_weight,player_foot,competitionId,seasonId,positions_percent,positions_position_name,positions_position_code,total_matches,total_matchesInStart,total_matchesSubstituted,total_matchesComingOff,total_minutesOnField,total_minutesTagged,total_goals,total_assists,total_shots,total_headShots,total_yellowCards,total_redCards,total_directRedCards,total_penalties,total_linkupPlays,total_duels,total_duelsWon,total_defensiveDuels,total_defensiveDuelsWon,total_offensiveDuels,total_offensiveDuelsWon,total_aerialDuels,total_aerialDuelsWon,total_fouls,total_passes,total_successfulPasses,total_smartPasses,total_successfulSmartPasses,total_passesToFinalThird,total_successfulPassesToFinalThird,total_crosses,total_successfulCrosses,total_forwardPasses,total_successfulForwardPasses,total_backPasses,total_successfulBackPasses,total_throughPasses,total_successfulThroughPasses,total_keyPasses,total_successfulKeyPasses,total_verticalPasses,total_successfulVerticalPasses,total_longPasses,total_successfulLongPasses,total_dribbles,total_successfulDribbles,total_interceptions,total_defensiveActions,total_successfulDefensiveAction,total_attackingActions,total_successfulAttackingActions,total_freeKicks,total_freeKicksOnTarget,total_directFreeKicks,total_directFreeKicksOnTarget,total_corners,total_successfulPenalties,total_successfulLinkupPlays,total_accelerations,total_pressingDuels,total_pressingDuelsWon,total_looseBallDuels,total_looseBallDuelsWon,total_missedBalls,total_shotAssists,total_shotOnTargetAssists,total_recoveries,total_opponentHalfRecoveries,total_dangerousOpponentHalfRecoveries,total_losses,total_ownHalfLosses,total_dangerousOwnHalfLosses,total_xgShot,total_xgAssist,total_xgSave,total_receivedPass,total_touchInBox,total_progressiveRun,total_offsides,total_clearances,total_secondAssists,total_thirdAssists,total_shotsBlocked,total_foulsSuffered,total_progressivePasses,total_counterpressingRecoveries,total_slidingTackles,total_goalKicks,total_dribblesAgainst,total_dribblesAgainstWon,total_goalKicksShort,total_goalKicksLong,total_shotsOnTarget,total_successfulProgressivePasses,total_successfulSlidingTackles,total_successfulGoalKicks,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_gkCleanSheets,total_gkConcededGoals,total_gkShotsAgainst,total_gkExits,total_gkSuccessfulExits,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkSaves,total_newDuelsWon,total_newDefensiveDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_lateralPasses,total_successfulLateralPasses,average_passLength,average_longPassLength,average_dribbleDistanceFromOpponentGoal,average_ballRecoveries,average_duels,average_defensiveDuels,average_offensiveDuels,average_aerialDuels,average_fouls,average_goals,average_assists,average_passes,average_smartPasses,average_passesToFinalThird,average_crosses,average_dribbles,average_shots,average_headShots,average_interceptions,average_successfulDefensiveAction,average_yellowCards,average_redCards,average_directRedCards,average_successfulAttackingActions,average_freeKicks,average_directFreeKicks,average_corners,average_penalties,average_accelerations,average_looseBallDuels,average_missedBalls,average_forwardPasses,average_backPasses,average_throughPasses,average_keyPasses,average_verticalPasses,average_longPasses,average_shotAssists,average_shotOnTargetAssists,average_linkupPlays,average_opponentHalfRecoveries,average_dangerousOpponentHalfRecoveries,average_ballLosses,average_losses,average_ownHalfLosses,average_dangerousOwnHalfLosses,average_duelsWon,average_defensiveDuelsWon,average_offensiveDuelsWon,average_successfulPasses,average_successfulSmartPasses,average_successfulCrosses,average_successfulForwardPasses,average_successfulBackPasses,average_successfulThroughPasses,average_successfulKeyPasses,average_successfulVerticalPasses,average_successfulLongPasses,average_successfulDribbles,average_defensiveActions,average_attackingActions,average_freeKicksOnTarget,average_directFreeKicksOnTarget,average_successfulPenalties,average_successfulLinkupPlays,average_looseBallDuelsWon,average_successfulPassesToFinalThird,average_xgShot,average_xgAssist,average_xgSave,average_receivedPass,average_touchInBox,average_progressiveRun,average_offsides,average_clearances,average_secondAssists,average_thirdAssists,average_foulsSuffered,average_progressivePasses,average_counterpressingRecoveries,average_slidingTackles,average_goalKicks,average_shotsBlocked,average_shotsOnTarget,average_successfulProgressivePasses,average_successfulSlidingTackles,average_successfulGoalKicks,average_dribblesAgainst,average_dribblesAgainstWon,average_goalKicksShort,average_goalKicksLong,average_fieldAerialDuels,average_fieldAerialDuelsWon,average_gkConcededGoals,average_gkShotsAgainst,average_gkExits,average_gkAerialDuels,average_gkSaves,average_gkSuccessfulExits,average_gkAerialDuelsWon,average_newDuelsWon,average_newDefensiveDuelsWon,average_newOffensiveDuelsWon,average_newSuccessfulDribbles,average_lateralPasses,average_successfulLateralPasses,percent_duelsWon,percent_defensiveDuelsWon,percent_offensiveDuelsWon,percent_aerialDuelsWon,percent_successfulPasses,percent_successfulSmartPasses,percent_successfulPassesToFinalThird,percent_successfulCrosses,percent_successfulDribbles,percent_shotsOnTarget,percent_headShotsOnTarget,percent_goalConversion,percent_directFreeKicksOnTarget,percent_penaltiesConversion,percent_win,percent_successfulForwardPasses,percent_successfulBackPasses,percent_successfulThroughPasses,percent_successfulKeyPasses,percent_successfulVerticalPasses,percent_successfulLongPasses,percent_successfulShotAssists,percent_successfulLinkupPlays,percent_yellowCardsPerFoul,percent_successfulProgressivePasses,percent_successfulSlidingTackles,percent_successfulGoalKicks,percent_dribblesAgainstWon,percent_fieldAerialDuelsWon,percent_gkSaves,percent_gkSuccessfulExits,percent_gkAerialDuelsWon,percent_newDuelsWon,percent_newDefensiveDuelsWon,percent_newOffensiveDuelsWon,percent_newSuccessfulDribbles,percent_successfulLateralPasses,roundId,player_wyId,player_middleName,player_currentNationalTeamId,player_gender,player_status,player_imageDataURL,player_birthArea_id,player_birthArea_alpha2code,player_birthArea_alpha3code,player_birthArea_name,player_passportArea_id,player_passportArea_alpha2code,player_passportArea_alpha3code,player_passportArea_name,player_role_name,player_role_code2,player_role_code3,teams_wyId
762021,Romania,Liga2,2025_2026,C. Sandu,Codruț,Sandu,true,2006-04-17,true,Corvinul Hunedoara,11619,GK,191,0,right,720,191744,100,Goalkeeper,gk,13,13,0,0,1242,1242,0,0,0,0,1,0,0,0,0,7,6,1,0,1,1,4,4,1,289,253,0,0,17,11,0,0,158,128,0,0,1,0,0,0,127,121,87,55,0,0,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,59,0,0,48,13,3,0,0,12.14,201,0,0,0,9,0,0,0,2,62,8,0,78,1,0,43,35,0,45,0,68,0,0,9,7,41,15,0,4,4,34,6,0,1,0,127,121,31.73,48.23,0,4.28,0.51,0.07,0.07,0.29,0.07,0,0,20.94,0,1.23,0,0,0,0,1.01,1.01,0.07,0,0,0,0,0,0,0,0,0.07,0.07,11.45,0,0.07,0,9.2,6.3,0,0,0,0,0,0,3.48,0.94,0.22,0.43,0,0.07,18.33,0,0,9.28,0,0,0,8.77,3.99,0,1.08,0,0,0,0,0,0.07,0.8,0,0,0.88,14.57,0,0,0,0.65,0,0,0.14,4.49,0.58,0,5.65,0,0,3.26,0,4.93,0.07,0,3.12,2.54,0,0,0.51,2.97,1.09,0.29,2.46,0,0.29,0.43,0,0.07,0,9.2,8.77,85.71,0,100,100,87.54,0,64.71,0,0,0,0,0,0,0,76.9,81.01,0,0,0,95.28,63.22,0,0,100,72.58,0,87.18,0,0,82.93,0,100,85.71,0,100,0,95.28,None,762021,"",58763,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Goalkeeper,GK,GKP,11619
761486,Romania,Liga2,2025_2026,A. Lascu,Andrei Marian,Lascu,true,2000-09-01,false,Steaua Bucureşti,64938,CF,0,0,right,720,191744,52,Striker,cf,13,12,2,1,1167,1167,1,5,16,0,0,0,0,0,20,284,112,63,16,139,68,37,7,16,333,237,0,0,22,11,32,9,88,52,62,57,1,1,9,9,95,70,9,4,40,22,27,90,66,88,31,0,0,0,0,0,0,16,2,16,0,45,21,11,13,9,68,37,11,164,30,3,2.07,2.21,0,229,49,23,4,6,0,1,1,24,53,33,0,0,12,6,0,0,5,38,0,0,37,7,0,0,0,0,0,0,0,0,123,39,56,17,95,70,14.61,18.6,25.78,5.24,21.9,4.86,10.72,2.85,1.23,0.08,0.39,25.68,0,1.7,2.47,3.08,1.23,0,2.08,5.09,0,0,0,2.39,0,0,0,0,0.15,3.47,0.85,6.79,4.78,0.08,0.69,7.33,0.69,1,0.69,1.54,2.85,0.85,0,12.65,2.31,0.23,8.64,1.23,5.24,18.28,0,0.69,4.01,4.4,0.08,0.69,5.4,0.31,1.7,6.94,6.78,0,0,0,1.23,1.62,0.85,0.16,0.17,0,17.66,3.78,1.77,0.31,0.46,0,0.08,1.85,4.09,2.54,0,0,0.08,0.39,2.93,0,0,0.93,0.46,0,0,2.85,0.54,0,0,0,0,0,0,0,9.49,3.01,4.32,1.31,7.33,5.4,39.44,25.4,48.92,18.92,71.17,0,50,28.13,55,31.25,0,6.25,0,0,61.5,59.09,91.94,100,100,73.68,44.44,53.85,80,0,71.7,0,0,50,18.92,0,0,0,43.31,61.9,40.29,42.5,73.68,None,761486,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,64938
761486,Romania,Liga2,2025_2026,A. Lascu,Andrei Marian,Lascu,true,2000-09-01,false,Steaua Bucureşti,64938,W,0,0,right,720,191744,33,Right Winger,rw,13,12,2,1,1167,1167,1,5,16,0,0,0,0,0,20,284,112,63,16,139,68,37,7,16,333,237,0,0,22,11,32,9,88,52,62,57,1,1,9,9,95,70,9,4,40,22,27,90,66,88,31,0,0,0,0,0,0,16,2,16,0,45,21,11,13,9,68,37,11,164,30,3,2.07,2.21,0,229,49,23,4,6,0,1,1,24,53,33,0,0,12,6,0,0,5,38,0,0,37,7,0,0,0,0,0,0,0,0,123,39,56,17,95,70,14.61,18.6,25.78,5.24,21.9,4.86,10.72,2.85,1.23,0.08,0.39,25.68,0,1.7,2.47,3.08,1.23,0,2.08,5.09,0,0,0,2.39,0,0,0,0,0.15,3.47,0.85,6.79,4.78,0.08,0.69,7.33,0.69,1,0.69,1.54,2.85,0.85,0,12.65,2.31,0.23,8.64,1.23,5.24,18.28,0,0.69,4.01,4.4,0.08,0.69,5.4,0.31,1.7,6.94,6.78,0,0,0,1.23,1.62,0.85,0.16,0.17,0,17.66,3.78,1.77,0.31,0.46,0,0.08,1.85,4.09,2.54,0,0,0.08,0.39,2.93,0,0,0.93,0.46,0,0,2.85,0.54,0,0,0,0,0,0,0,9.49,3.01,4.32,1.31,7.33,5.4,39.44,25.4,48.92,18.92,71.17,0,50,28.13,55,31.25,0,6.25,0,0,61.5,59.09,91.94,100,100,73.68,44.44,53.85,80,0,71.7,0,0,50,18.92,0,0,0,43.31,61.9,40.29,42.5,73.68,None,761486,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,64938
761469,Romania,Liga2,2025_2026,A. Luca,Alexandru,Luca,true,2004-04-26,true,1599 Şelimbăr,68616,CM,181,72,right,720,191744,48,Right Centre Midfielder,rcmf,13,13,4,0,1190,1190,1,1,14,1,3,0,0,0,0,158,58,66,13,53,25,25,12,11,515,442,2,0,110,88,1,0,176,141,66,60,4,2,1,1,209,191,49,32,10,6,32,100,80,27,8,0,0,0,0,0,0,0,0,4,0,14,8,6,6,1,91,49,9,105,50,7,0.96,0.85,0,356,10,19,0,5,0,1,4,13,101,55,2,0,14,5,0,0,2,80,1,0,25,12,0,0,0,0,0,0,0,0,88,46,22,6,209,191,18.65,34.19,21.6,6.88,11.95,4.99,4.01,1.89,0.83,0.08,0.08,38.95,0.15,8.32,0.08,0.76,1.06,0.08,2.42,6.05,0.23,0,0,0.61,0,0,0,0,0,1.06,0.45,13.31,4.99,0.3,0.08,15.81,3.71,0.45,0.08,0,3.71,0.68,0.08,7.94,3.78,0.53,4.39,0.98,1.89,33.43,0,0,10.66,4.54,0.15,0.08,14.45,2.42,0.45,7.56,2.05,0,0,0,0,0.61,6.66,0.07,0.06,0,26.92,0.76,1.44,0,0.38,0,0.08,0.98,7.64,4.16,0.15,0,0.3,0.15,6.05,0.08,0,1.06,0.38,0,0,1.89,0.91,0,0,0,0,0,0,0,6.66,3.48,1.66,0.45,15.81,14.45,36.71,19.7,47.17,48,85.83,0,80,0,60,14.29,0,7.143,0,0,23.1,80.11,90.91,50,100,91.39,65.31,83.33,0,27.3,79.21,50,0,35.71,48,0,0,0,55.7,69.7,41.51,60,91.39,None,761469,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,68616
761469,Romania,Liga2,2025_2026,A. Luca,Alexandru,Luca,true,2004-04-26,true,1599 Şelimbăr,68616,CM,181,72,right,720,191744,27,Left Centre Midfielder,lcmf,13,13,4,0,1190,1190,1,1,14,1,3,0,0,0,0,158,58,66,13,53,25,25,12,11,515,442,2,0,110,88,1,0,176,141,66,60,4,2,1,1,209,191,49,32,10,6,32,100,80,27,8,0,0,0,0,0,0,0,0,4,0,14,8,6,6,1,91,49,9,105,50,7,0.96,0.85,0,356,10,19,0,5,0,1,4,13,101,55,2,0,14,5,0,0,2,80,1,0,25,12,0,0,0,0,0,0,0,0,88,46,22,6,209,191,18.65,34.19,21.6,6.88,11.95,4.99,4.01,1.89,0.83,0.08,0.08,38.95,0.15,8.32,0.08,0.76,1.06,0.08,2.42,6.05,0.23,0,0,0.61,0,0,0,0,0,1.06,0.45,13.31,4.99,0.3,0.08,15.81,3.71,0.45,0.08,0,3.71,0.68,0.08,7.94,3.78,0.53,4.39,0.98,1.89,33.43,0,0,10.66,4.54,0.15,0.08,14.45,2.42,0.45,7.56,2.05,0,0,0,0,0.61,6.66,0.07,0.06,0,26.92,0.76,1.44,0,0.38,0,0.08,0.98,7.64,4.16,0.15,0,0.3,0.15,6.05,0.08,0,1.06,0.38,0,0,1.89,0.91,0,0,0,0,0,0,0,6.66,3.48,1.66,0.45,15.81,14.45,36.71,19.7,47.17,48,85.83,0,80,0,60,14.29,0,7.143,0,0,23.1,80.11,90.91,50,100,91.39,65.31,83.33,0,27.3,79.21,50,0,35.71,48,0,0,0,55.7,69.7,41.51,60,91.39,None,761469,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,68616
761433,Romania,Liga2,2025_2026,T. Oltean,Tudor,Oltean,true,2003-02-25,false,Slatina,39877,FB,181,0,left,720,191744,52,Left Back,lb,5,3,0,2,306,306,0,1,1,0,1,0,0,0,0,58,19,31,4,18,9,9,6,6,98,51,0,0,18,6,11,1,53,22,13,11,0,0,0,0,22,12,27,10,8,7,14,46,33,20,8,4,1,0,0,4,0,0,0,0,0,0,0,1,2,0,29,6,0,65,20,2,0.16,0.3,0,63,2,6,0,7,0,0,0,2,23,10,1,0,11,5,0,0,0,8,0,0,9,6,0,0,0,0,0,0,0,0,32,18,8,7,22,12,17.63,32.01,18.9,8.53,17.06,9.12,5.29,2.65,1.76,0,0.29,28.82,0,5.29,3.24,2.35,0.29,0,4.12,9.71,0.29,0,0,2.35,1.18,0,1.18,0,0,0,0.29,15.59,3.82,0,0,6.47,7.94,0.59,0,0,1.76,0,0,19.12,5.88,0.59,5.59,1.18,2.65,15,0,0.29,6.47,3.24,0,0,3.53,2.94,2.06,13.53,5.88,0.29,0,0,0,0,1.76,0.05,0.09,0,18.53,0.59,1.76,0,2.06,0,0,0.59,6.76,2.94,0.29,0,0,0,2.35,0,0,3.24,1.47,0,0,2.65,1.76,0,0,0,0,0,0,0,9.41,5.29,2.35,2.06,6.47,3.53,32.76,12.9,50,66.67,52.04,0,33.33,9.09,87.5,0,0,0,0,0,0,41.51,84.62,0,0,54.55,37.04,50,0,16.7,34.78,0,0,45.45,66.67,0,0,0,55.17,58.06,44.44,87.5,54.55,None,761433,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Defender,DF,DEF,39877
761433,Romania,Liga2,2025_2026,T. Oltean,Tudor,Oltean,true,2003-02-25,false,Slatina,39877,FB,181,0,left,720,191744,32,Right Back,rb,5,3,0,2,306,306,0,1,1,0,1,0,0,0,0,58,19,31,4,18,9,9,6,6,98,51,0,0,18,6,11,1,53,22,13,11,0,0,0,0,22,12,27,10,8,7,14,46,33,20,8,4,1,0,0,4,0,0,0,0,0,0,0,1,2,0,29,6,0,65,20,2,0.16,0.3,0,63,2,6,0,7,0,0,0,2,23,10,1,0,11,5,0,0,0,8,0,0,9,6,0,0,0,0,0,0,0,0,32,18,8,7,22,12,17.63,32.01,18.9,8.53,17.06,9.12,5.29,2.65,1.76,0,0.29,28.82,0,5.29,3.24,2.35,0.29,0,4.12,9.71,0.29,0,0,2.35,1.18,0,1.18,0,0,0,0.29,15.59,3.82,0,0,6.47,7.94,0.59,0,0,1.76,0,0,19.12,5.88,0.59,5.59,1.18,2.65,15,0,0.29,6.47,3.24,0,0,3.53,2.94,2.06,13.53,5.88,0.29,0,0,0,0,1.76,0.05,0.09,0,18.53,0.59,1.76,0,2.06,0,0,0.59,6.76,2.94,0.29,0,0,0,2.35,0,0,3.24,1.47,0,0,2.65,1.76,0,0,0,0,0,0,0,9.41,5.29,2.35,2.06,6.47,3.53,32.76,12.9,50,66.67,52.04,0,33.33,9.09,87.5,0,0,0,0,0,0,41.51,84.62,0,0,54.55,37.04,50,0,16.7,34.78,0,0,45.45,66.67,0,0,0,55.17,58.06,44.44,87.5,54.55,None,761433,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Defender,DF,DEF,39877
761433,Romania,Liga2,2025_2026,T. Oltean,Tudor,Oltean,true,2003-02-25,false,Slatina,39877,FB,181,0,left,720,191744,15,Left Back (5 at the back),lb5,5,3,0,2,306,306,0,1,1,0,1,0,0,0,0,58,19,31,4,18,9,9,6,6,98,51,0,0,18,6,11,1,53,22,13,11,0,0,0,0,22,12,27,10,8,7,14,46,33,20,8,4,1,0,0,4,0,0,0,0,0,0,0,1,2,0,29,6,0,65,20,2,0.16,0.3,0,63,2,6,0,7,0,0,0,2,23,10,1,0,11,5,0,0,0,8,0,0,9,6,0,0,0,0,0,0,0,0,32,18,8,7,22,12,17.63,32.01,18.9,8.53,17.06,9.12,5.29,2.65,1.76,0,0.29,28.82,0,5.29,3.24,2.35,0.29,0,4.12,9.71,0.29,0,0,2.35,1.18,0,1.18,0,0,0,0.29,15.59,3.82,0,0,6.47,7.94,0.59,0,0,1.76,0,0,19.12,5.88,0.59,5.59,1.18,2.65,15,0,0.29,6.47,3.24,0,0,3.53,2.94,2.06,13.53,5.88,0.29,0,0,0,0,1.76,0.05,0.09,0,18.53,0.59,1.76,0,2.06,0,0,0.59,6.76,2.94,0.29,0,0,0,2.35,0,0,3.24,1.47,0,0,2.65,1.76,0,0,0,0,0,0,0,9.41,5.29,2.35,2.06,6.47,3.53,32.76,12.9,50,66.67,52.04,0,33.33,9.09,87.5,0,0,0,0,0,0,41.51,84.62,0,0,54.55,37.04,50,0,16.7,34.78,0,0,45.45,66.67,0,0,0,55.17,58.06,44.44,87.5,54.55,None,761433,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Defender,DF,DEF,39877
761367,Romania,Liga2,2025_2026,J. Akugbe,Amasihohu James,Akugbe,false,2000-07-04,false,ACS Muscelul Campulung Elite,74177,CF,0,0,None,720,191744,100,Striker,cf,7,5,5,2,361,361,0,0,7,1,0,0,0,0,6,142,34,14,0,84,25,22,6,12,57,43,0,0,2,1,2,0,9,6,16,14,0,0,0,0,11,7,1,0,14,10,5,19,8,23,9,0,0,0,0,0,0,3,0,1,0,22,3,4,1,0,3,3,0,66,14,1,0.65,0.03,0,25,7,1,7,2,0,0,1,3,3,2,0,0,0,0,0,0,1,2,0,0,22,6,0,0,0,0,0,0,0,0,26,3,14,8,11,7,12.33,3.61,37.29,0.75,35.4,3.49,20.94,5.48,2.99,0,0,14.21,0,0.5,0.5,3.49,1.75,0.25,1.25,1.99,0,0,0,2.24,0,0,0,0,0,5.48,1,2.24,3.99,0,0,2.74,0.25,0.25,0,1.5,0.75,0,0,16.45,3.49,0.25,8.48,0,6.23,10.72,0,0,1.5,3.49,0,0,1.75,0,2.49,4.74,5.74,0,0,0,0.75,0.75,0.25,0.16,0.01,0,6.23,1.75,0.25,1.75,0.5,0,0,0.75,0.75,0.5,0,0,0.25,0.25,0.5,0,0,0,0,0,0,5.48,1.5,0,0,0,0,0,0,0,6.48,0.75,3.49,1.99,2.74,1.75,23.94,0,29.76,27.27,75.44,0,50,0,71.43,14.29,0,0,0,0,16.7,66.67,87.5,0,0,63.64,0,100,50,0,66.67,0,0,0,27.27,0,0,0,18.31,21.43,16.67,57.14,63.64,None,761367,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,56,BE,BEL,Belgium,56,BE,BEL,Belgium,Forward,FW,FWD,74177
759647,Romania,Liga2,2025_2026,K. Bontas,Kristof,Bontas ,false,2004-01-16,true,CSM Satu Mare,71226,DM,0,0,None,720,191744,42,Defensive Midfielder,dmf,2,0,0,2,62,62,0,0,0,0,0,0,0,0,0,24,11,10,4,9,4,2,1,1,22,18,0,0,6,2,0,0,8,5,7,7,0,0,0,0,6,5,5,1,0,0,2,12,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,13,5,1,7,2,0,0,0,0,11,0,0,0,0,0,0,0,3,2,9,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,13,7,3,0,6,5,17.25,23.69,0,18.87,34.84,14.52,13.06,2.9,1.45,0,0,31.94,0,8.71,0,0,0,0,2.9,13.06,0,0,0,0,0,0,0,0,0,4.35,0,11.61,10.16,0,0,8.71,7.26,0,0,0,7.26,1.45,0,10.16,2.9,0,15.97,5.81,5.81,26.13,0,0,7.26,10.16,0,0,7.26,1.45,0,17.42,0,0,0,0,0,2.9,2.9,0,0,0,15.97,0,0,0,0,0,0,4.35,2.9,13.06,0,0,0,0,2.9,0,0,1.45,1.45,0,0,2.9,1.45,0,0,0,0,0,0,0,18.87,10.16,4.35,0,8.71,7.26,45.83,40,44.44,50,81.82,0,33.33,0,0,0,0,0,0,0,0,62.5,100,0,0,83.33,20,0,0,0,100,0,0,100,50,0,0,0,54.17,70,33.33,0,83.33,None,759647,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,348,HU,HUN,Hungary,348,HU,HUN,Hungary,Midfielder,MD,MID,71226
759647,Romania,Liga2,2025_2026,K. Bontas,Kristof,Bontas ,false,2004-01-16,true,CSM Satu Mare,71226,CM,0,0,None,720,191744,36,Right Centre Midfielder,rcmf,2,0,0,2,62,62,0,0,0,0,0,0,0,0,0,24,11,10,4,9,4,2,1,1,22,18,0,0,6,2,0,0,8,5,7,7,0,0,0,0,6,5,5,1,0,0,2,12,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,13,5,1,7,2,0,0,0,0,11,0,0,0,0,0,0,0,3,2,9,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,13,7,3,0,6,5,17.25,23.69,0,18.87,34.84,14.52,13.06,2.9,1.45,0,0,31.94,0,8.71,0,0,0,0,2.9,13.06,0,0,0,0,0,0,0,0,0,4.35,0,11.61,10.16,0,0,8.71,7.26,0,0,0,7.26,1.45,0,10.16,2.9,0,15.97,5.81,5.81,26.13,0,0,7.26,10.16,0,0,7.26,1.45,0,17.42,0,0,0,0,0,2.9,2.9,0,0,0,15.97,0,0,0,0,0,0,4.35,2.9,13.06,0,0,0,0,2.9,0,0,1.45,1.45,0,0,2.9,1.45,0,0,0,0,0,0,0,18.87,10.16,4.35,0,8.71,7.26,45.83,40,44.44,50,81.82,0,33.33,0,0,0,0,0,0,0,0,62.5,100,0,0,83.33,20,0,0,0,100,0,0,100,50,0,0,0,54.17,70,33.33,0,83.33,None,759647,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,348,HU,HUN,Hungary,348,HU,HUN,Hungary,Midfielder,MD,MID,71226
759647,Romania,Liga2,2025_2026,K. Bontas,Kristof,Bontas ,false,2004-01-16,true,CSM Satu Mare,71226,CM,0,0,None,720,191744,10,Right Centre Midfielder,rcmf3,2,0,0,2,62,62,0,0,0,0,0,0,0,0,0,24,11,10,4,9,4,2,1,1,22,18,0,0,6,2,0,0,8,5,7,7,0,0,0,0,6,5,5,1,0,0,2,12,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,13,5,1,7,2,0,0,0,0,11,0,0,0,0,0,0,0,3,2,9,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,13,7,3,0,6,5,17.25,23.69,0,18.87,34.84,14.52,13.06,2.9,1.45,0,0,31.94,0,8.71,0,0,0,0,2.9,13.06,0,0,0,0,0,0,0,0,0,4.35,0,11.61,10.16,0,0,8.71,7.26,0,0,0,7.26,1.45,0,10.16,2.9,0,15.97,5.81,5.81,26.13,0,0,7.26,10.16,0,0,7.26,1.45,0,17.42,0,0,0,0,0,2.9,2.9,0,0,0,15.97,0,0,0,0,0,0,4.35,2.9,13.06,0,0,0,0,2.9,0,0,1.45,1.45,0,0,2.9,1.45,0,0,0,0,0,0,0,18.87,10.16,4.35,0,8.71,7.26,45.83,40,44.44,50,81.82,0,33.33,0,0,0,0,0,0,0,0,62.5,100,0,0,83.33,20,0,0,0,100,0,0,100,50,0,0,0,54.17,70,33.33,0,83.33,None,759647,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,348,HU,HUN,Hungary,348,HU,HUN,Hungary,Midfielder,MD,MID,71226
756261,Romania,Liga2,2025_2026,C. Natea,Ciprian Ilie,Natea,true,1995-11-16,false,1599 Şelimbăr,68616,CB,188,82,right,720,191744,97,Left Centre Back,lcb,13,13,1,0,1232,1232,0,0,2,2,3,0,0,0,0,114,40,59,15,19,6,22,12,8,584,480,0,0,74,48,2,0,280,204,30,28,4,0,1,0,238,222,112,56,3,0,76,139,122,7,1,0,0,0,0,0,0,0,1,0,0,14,7,1,1,1,133,5,1,119,70,12,0.54,0.43,0,343,9,17,0,38,0,0,10,5,136,53,4,1,23,12,1,0,1,80,2,1,22,12,0,0,0,0,0,0,0,0,66,42,5,0,238,222,22.1,36.97,8.72,9.72,8.33,4.31,1.39,1.61,0.58,0,0,42.66,0,5.41,0.15,0.22,0.15,0.15,5.55,8.91,0.22,0,0,0.07,0,0,0,0,0.07,1.02,0.07,20.45,2.19,0.29,0.07,17.39,8.18,0.07,0.07,0,0.37,0.07,0.07,8.69,5.11,0.88,2.92,1.1,0.44,35.06,0,0,14.9,2.05,0,0,16.22,4.09,0,10.15,0.52,0,0,0,0,0.51,3.51,0.04,0.03,0,25.06,0.66,1.24,0,2.78,0,0,0.37,9.94,3.87,0.29,0.07,0.73,0.07,5.84,0.15,0.07,1.68,0.88,0.07,0,1.61,0.88,0,0,0,0,0,0,0,4.82,3.07,0.37,0,17.39,16.22,35.09,25.42,31.58,54.55,82.19,0,64.86,0,0,50,50,0,0,0,23.1,72.86,93.33,0,0,93.28,50,0,0,37.5,58.82,50,100,52.17,54.55,0,0,0,57.89,71.19,26.32,0,93.28,None,756261,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Defender,DF,DEF,68616
