playerId,area,competition_name,season_name,player_shortName,player_firstName,player_lastName,isRomanian,player_birthDate,isU21,team_name,player_currentTeamId,generic_position_code,player_height,player_weight,player_foot,competitionId,seasonId,positions_percent,positions_position_name,positions_position_code,total_matches,total_matchesInStart,total_matchesSubstituted,total_matchesComingOff,total_minutesOnField,total_minutesTagged,total_goals,total_assists,total_shots,total_headShots,total_yellowCards,total_redCards,total_directRedCards,total_penalties,total_linkupPlays,total_duels,total_duelsWon,total_defensiveDuels,total_defensiveDuelsWon,total_offensiveDuels,total_offensiveDuelsWon,total_aerialDuels,total_aerialDuelsWon,total_fouls,total_passes,total_successfulPasses,total_smartPasses,total_successfulSmartPasses,total_passesToFinalThird,total_successfulPassesToFinalThird,total_crosses,total_successfulCrosses,total_forwardPasses,total_successfulForwardPasses,total_backPasses,total_successfulBackPasses,total_throughPasses,total_successfulThroughPasses,total_keyPasses,total_successfulKeyPasses,total_verticalPasses,total_successfulVerticalPasses,total_longPasses,total_successfulLongPasses,total_dribbles,total_successfulDribbles,total_interceptions,total_defensiveActions,total_successfulDefensiveAction,total_attackingActions,total_successfulAttackingActions,total_freeKicks,total_freeKicksOnTarget,total_directFreeKicks,total_directFreeKicksOnTarget,total_corners,total_successfulPenalties,total_successfulLinkupPlays,total_accelerations,total_pressingDuels,total_pressingDuelsWon,total_looseBallDuels,total_looseBallDuelsWon,total_missedBalls,total_shotAssists,total_shotOnTargetAssists,total_recoveries,total_opponentHalfRecoveries,total_dangerousOpponentHalfRecoveries,total_losses,total_ownHalfLosses,total_dangerousOwnHalfLosses,total_xgShot,total_xgAssist,total_xgSave,total_receivedPass,total_touchInBox,total_progressiveRun,total_offsides,total_clearances,total_secondAssists,total_thirdAssists,total_shotsBlocked,total_foulsSuffered,total_progressivePasses,total_counterpressingRecoveries,total_slidingTackles,total_goalKicks,total_dribblesAgainst,total_dribblesAgainstWon,total_goalKicksShort,total_goalKicksLong,total_shotsOnTarget,total_successfulProgressivePasses,total_successfulSlidingTackles,total_successfulGoalKicks,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_gkCleanSheets,total_gkConcededGoals,total_gkShotsAgainst,total_gkExits,total_gkSuccessfulExits,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkSaves,total_newDuelsWon,total_newDefensiveDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_lateralPasses,total_successfulLateralPasses,average_passLength,average_longPassLength,average_dribbleDistanceFromOpponentGoal,average_ballRecoveries,average_duels,average_defensiveDuels,average_offensiveDuels,average_aerialDuels,average_fouls,average_goals,average_assists,average_passes,average_smartPasses,average_passesToFinalThird,average_crosses,average_dribbles,average_shots,average_headShots,average_interceptions,average_successfulDefensiveAction,average_yellowCards,average_redCards,average_directRedCards,average_successfulAttackingActions,average_freeKicks,average_directFreeKicks,average_corners,average_penalties,average_accelerations,average_looseBallDuels,average_missedBalls,average_forwardPasses,average_backPasses,average_throughPasses,average_keyPasses,average_verticalPasses,average_longPasses,average_shotAssists,average_shotOnTargetAssists,average_linkupPlays,average_opponentHalfRecoveries,average_dangerousOpponentHalfRecoveries,average_ballLosses,average_losses,average_ownHalfLosses,average_dangerousOwnHalfLosses,average_duelsWon,average_defensiveDuelsWon,average_offensiveDuelsWon,average_successfulPasses,average_successfulSmartPasses,average_successfulCrosses,average_successfulForwardPasses,average_successfulBackPasses,average_successfulThroughPasses,average_successfulKeyPasses,average_successfulVerticalPasses,average_successfulLongPasses,average_successfulDribbles,average_defensiveActions,average_attackingActions,average_freeKicksOnTarget,average_directFreeKicksOnTarget,average_successfulPenalties,average_successfulLinkupPlays,average_looseBallDuelsWon,average_successfulPassesToFinalThird,average_xgShot,average_xgAssist,average_xgSave,average_receivedPass,average_touchInBox,average_progressiveRun,average_offsides,average_clearances,average_secondAssists,average_thirdAssists,average_foulsSuffered,average_progressivePasses,average_counterpressingRecoveries,average_slidingTackles,average_goalKicks,average_shotsBlocked,average_shotsOnTarget,average_successfulProgressivePasses,average_successfulSlidingTackles,average_successfulGoalKicks,average_dribblesAgainst,average_dribblesAgainstWon,average_goalKicksShort,average_goalKicksLong,average_fieldAerialDuels,average_fieldAerialDuelsWon,average_gkConcededGoals,average_gkShotsAgainst,average_gkExits,average_gkAerialDuels,average_gkSaves,average_gkSuccessfulExits,average_gkAerialDuelsWon,average_newDuelsWon,average_newDefensiveDuelsWon,average_newOffensiveDuelsWon,average_newSuccessfulDribbles,average_lateralPasses,average_successfulLateralPasses,percent_duelsWon,percent_defensiveDuelsWon,percent_offensiveDuelsWon,percent_aerialDuelsWon,percent_successfulPasses,percent_successfulSmartPasses,percent_successfulPassesToFinalThird,percent_successfulCrosses,percent_successfulDribbles,percent_shotsOnTarget,percent_headShotsOnTarget,percent_goalConversion,percent_directFreeKicksOnTarget,percent_penaltiesConversion,percent_win,percent_successfulForwardPasses,percent_successfulBackPasses,percent_successfulThroughPasses,percent_successfulKeyPasses,percent_successfulVerticalPasses,percent_successfulLongPasses,percent_successfulShotAssists,percent_successfulLinkupPlays,percent_yellowCardsPerFoul,percent_successfulProgressivePasses,percent_successfulSlidingTackles,percent_successfulGoalKicks,percent_dribblesAgainstWon,percent_fieldAerialDuelsWon,percent_gkSaves,percent_gkSuccessfulExits,percent_gkAerialDuelsWon,percent_newDuelsWon,percent_newDefensiveDuelsWon,percent_newOffensiveDuelsWon,percent_newSuccessfulDribbles,percent_successfulLateralPasses,roundId,player_wyId,player_middleName,player_currentNationalTeamId,player_gender,player_status,player_imageDataURL,player_birthArea_id,player_birthArea_alpha2code,player_birthArea_alpha3code,player_birthArea_name,player_passportArea_id,player_passportArea_alpha2code,player_passportArea_alpha3code,player_passportArea_name,player_role_name,player_role_code2,player_role_code3,teams_wyId
1213897,Romania,Liga2,2025_2026,R. Granja,Ronald,Granja,false,1998-10-08,false,Ceahlăul Piatra Neamţ,11575,CAM,181,0,None,720,191744,23,Left Attacking Midfielder,lamf,10,6,4,4,579,579,1,0,7,1,1,0,0,0,6,182,74,41,7,105,50,23,10,9,163,126,0,0,19,13,15,3,43,30,33,30,1,0,1,1,58,45,14,8,36,28,12,53,38,58,33,0,0,0,0,1,0,4,0,0,0,13,7,0,5,1,32,16,3,59,20,5,0.74,0.12,0,75,17,14,2,4,0,0,2,8,32,18,0,0,12,5,0,0,2,22,0,0,23,10,0,0,0,0,0,0,0,0,95,26,52,28,58,45,17.87,24.95,30.8,4.97,28.29,6.37,16.32,3.58,1.4,0.16,0,25.34,0,2.95,2.33,5.6,1.09,0.16,1.87,5.91,0.16,0,0,5.13,0,0,0.16,0,0,2.02,0,6.68,5.13,0.16,0.16,9.02,2.18,0.78,0.16,0.93,2.49,0.47,0.16,9.17,3.11,0.78,11.5,1.09,7.77,19.59,0,0.47,4.66,4.66,0,0.16,6.99,1.24,4.35,8.24,9.02,0,0,0,0.62,1.09,2.02,0.11,0.02,0,11.66,2.64,2.18,0.31,0.62,0,0,1.24,4.97,2.8,0,0,0.31,0.31,3.42,0,0,1.87,0.78,0,0,3.58,1.55,0,0,0,0,0,0,0,14.77,4.04,8.08,4.35,9.02,6.99,40.66,17.07,47.62,43.48,77.3,0,68.42,20,77.78,28.57,0,14.29,0,0,28.6,69.77,90.91,0,100,77.59,57.14,40,66.67,11.1,68.75,0,0,41.67,43.48,0,0,0,52.2,63.41,49.52,77.78,77.59,None,1213897,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,170,CO,COL,Colombia,170,CO,COL,Colombia,Forward,FW,FWD,11575
1213891,Romania,Liga2,2025_2026,L. Bunel,Luis,Bunel,true,2007-12-17,true,ACS Muscelul Campulung Elite,74177,CM,0,0,None,720,191744,60,Left Centre Midfielder,lcmf,4,0,0,4,70,70,0,0,0,0,0,0,0,0,0,24,6,11,2,8,2,3,1,0,25,18,0,0,3,2,0,0,8,4,2,2,1,0,0,0,10,8,1,0,3,1,6,18,15,3,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,9,2,0,14,6,0,0,0,0,16,1,0,1,0,0,0,0,0,3,5,1,0,4,2,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,12,8,2,1,10,8,10.01,13.39,18.9,11.57,30.86,14.14,10.29,3.86,0,0,0,32.14,0,3.86,0,3.86,0,0,7.71,19.29,0,0,0,1.29,0,0,0,0,0,2.57,2.57,10.29,2.57,1.29,0,12.86,1.29,0,0,0,2.57,0,0,18,7.71,0,7.71,2.57,2.57,23.14,0,0,5.14,2.57,0,0,10.29,0,1.29,23.14,3.86,0,0,0,0,1.29,2.57,0,0,0,20.57,1.29,0,1.29,0,0,0,0,3.86,6.43,1.29,0,0,0,1.29,1.29,0,5.14,2.57,0,0,3.86,1.29,0,0,0,0,0,0,0,15.43,10.29,2.57,1.29,12.86,10.29,25,18.18,25,33.33,72,0,66.67,0,33.33,0,0,0,0,0,0,50,100,0,0,80,0,0,0,0,33.33,100,0,50,33.33,0,0,0,50,72.73,25,33.33,80,None,1213891,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,74177
1213891,Romania,Liga2,2025_2026,L. Bunel,Luis,Bunel,true,2007-12-17,true,ACS Muscelul Campulung Elite,74177,FB,0,0,None,720,191744,14,Right Back,rb,4,0,0,4,70,70,0,0,0,0,0,0,0,0,0,24,6,11,2,8,2,3,1,0,25,18,0,0,3,2,0,0,8,4,2,2,1,0,0,0,10,8,1,0,3,1,6,18,15,3,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,9,2,0,14,6,0,0,0,0,16,1,0,1,0,0,0,0,0,3,5,1,0,4,2,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,12,8,2,1,10,8,10.01,13.39,18.9,11.57,30.86,14.14,10.29,3.86,0,0,0,32.14,0,3.86,0,3.86,0,0,7.71,19.29,0,0,0,1.29,0,0,0,0,0,2.57,2.57,10.29,2.57,1.29,0,12.86,1.29,0,0,0,2.57,0,0,18,7.71,0,7.71,2.57,2.57,23.14,0,0,5.14,2.57,0,0,10.29,0,1.29,23.14,3.86,0,0,0,0,1.29,2.57,0,0,0,20.57,1.29,0,1.29,0,0,0,0,3.86,6.43,1.29,0,0,0,1.29,1.29,0,5.14,2.57,0,0,3.86,1.29,0,0,0,0,0,0,0,15.43,10.29,2.57,1.29,12.86,10.29,25,18.18,25,33.33,72,0,66.67,0,33.33,0,0,0,0,0,0,50,100,0,0,80,0,0,0,0,33.33,100,0,50,33.33,0,0,0,50,72.73,25,33.33,80,None,1213891,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,74177
1213891,Romania,Liga2,2025_2026,L. Bunel,Luis,Bunel,true,2007-12-17,true,ACS Muscelul Campulung Elite,74177,CAM,0,0,None,720,191744,12,Right Attacking Midfielder,ramf,4,0,0,4,70,70,0,0,0,0,0,0,0,0,0,24,6,11,2,8,2,3,1,0,25,18,0,0,3,2,0,0,8,4,2,2,1,0,0,0,10,8,1,0,3,1,6,18,15,3,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,9,2,0,14,6,0,0,0,0,16,1,0,1,0,0,0,0,0,3,5,1,0,4,2,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,12,8,2,1,10,8,10.01,13.39,18.9,11.57,30.86,14.14,10.29,3.86,0,0,0,32.14,0,3.86,0,3.86,0,0,7.71,19.29,0,0,0,1.29,0,0,0,0,0,2.57,2.57,10.29,2.57,1.29,0,12.86,1.29,0,0,0,2.57,0,0,18,7.71,0,7.71,2.57,2.57,23.14,0,0,5.14,2.57,0,0,10.29,0,1.29,23.14,3.86,0,0,0,0,1.29,2.57,0,0,0,20.57,1.29,0,1.29,0,0,0,0,3.86,6.43,1.29,0,0,0,1.29,1.29,0,5.14,2.57,0,0,3.86,1.29,0,0,0,0,0,0,0,15.43,10.29,2.57,1.29,12.86,10.29,25,18.18,25,33.33,72,0,66.67,0,33.33,0,0,0,0,0,0,50,100,0,0,80,0,0,0,0,33.33,100,0,50,33.33,0,0,0,50,72.73,25,33.33,80,None,1213891,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,74177
1213890,Romania,Liga2,2025_2026,C. Pintea,Cătălin,Pintea,true,2005-04-04,true,Ceahlăul Piatra Neamţ,11575,W,0,0,None,720,191744,100,Right Wing Forward,rwf,1,0,0,1,48,48,0,0,1,0,0,0,0,0,0,15,7,3,1,8,5,1,0,0,11,4,0,0,0,0,2,0,4,0,2,2,0,0,0,0,3,2,1,0,3,2,4,7,7,6,2,0,0,0,0,0,0,0,0,3,0,3,1,1,0,0,3,2,0,7,1,1,0.03,0,0,9,2,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,3,5,2,3,2,15.24,47.49,11.5,5.63,28.13,5.63,15,1.88,0,0,0,20.63,0,0,3.75,5.63,1.88,0,7.5,13.13,0,0,0,3.75,0,0,0,0,0,5.63,1.88,7.5,3.75,0,0,5.63,1.88,0,0,0,3.75,0,0,13.13,1.88,1.88,13.13,1.88,9.38,7.5,0,0,0,3.75,0,0,3.75,0,3.75,13.13,11.26,0,0,0,0,1.88,0,0.05,0,0,16.88,3.75,1.88,1.88,1.88,0,0,3.75,1.88,5.63,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,16.88,5.63,9.38,3.75,5.63,3.75,46.67,33.33,62.5,0,36.36,0,0,0,66.67,0,0,0,0,0,0,0,100,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,60,100,62.5,66.67,66.67,None,1213890,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Defender,DF,DEF,11575
1213888,Romania,Liga2,2025_2026,N. Andone,Nicholas Alexandru,Andone,true,2006-11-22,true,ACS Muscelul Campulung Elite,74177,CM,0,0,None,720,191744,37,Right Centre Midfielder,rcmf,6,1,1,5,232,232,0,0,2,0,1,0,0,0,0,49,17,19,5,15,6,8,2,3,77,55,0,0,11,6,2,1,20,13,15,15,0,0,0,0,25,16,4,1,5,4,9,30,23,9,5,1,1,0,0,3,0,0,1,1,0,7,4,2,0,0,19,4,1,37,16,4,0.01,0,0,52,2,3,0,5,0,0,2,5,14,6,2,0,9,3,0,0,0,6,2,0,8,2,0,0,0,0,0,0,0,0,24,12,6,4,25,16,18.44,7.9,11.07,7.37,19.01,7.37,5.82,3.1,1.16,0,0,29.87,0,4.27,0.78,1.94,0.78,0,3.49,8.92,0.39,0,0,1.94,0.39,0,1.16,0,0.39,2.72,0.78,7.76,5.82,0,0,9.7,1.55,0,0,0,1.55,0.39,0,14.35,6.21,1.55,6.59,1.94,2.33,21.34,0,0.39,5.04,5.82,0,0,6.21,0.39,1.55,11.64,3.5,0.39,0,0,0,1.55,2.33,0,0,0,20.17,0.78,1.16,0,1.94,0,0,1.94,5.43,2.33,0.78,0,0.78,0,2.33,0.78,0,3.49,1.16,0,0,3.1,0.78,0,0,0,0,0,0,0,9.31,4.66,2.33,1.55,9.7,6.21,34.69,26.32,40,25,71.43,0,54.55,50,80,0,0,0,0,0,0,65,100,0,0,64,25,0,0,33.3,42.86,100,0,33.33,25,0,0,0,48.98,63.16,40,80,64,None,1213888,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Forward,FW,FWD,74177
1213888,Romania,Liga2,2025_2026,N. Andone,Nicholas Alexandru,Andone,true,2006-11-22,true,ACS Muscelul Campulung Elite,74177,DM,0,0,None,720,191744,33,Left Defensive Midfielder,ldmf,6,1,1,5,232,232,0,0,2,0,1,0,0,0,0,49,17,19,5,15,6,8,2,3,77,55,0,0,11,6,2,1,20,13,15,15,0,0,0,0,25,16,4,1,5,4,9,30,23,9,5,1,1,0,0,3,0,0,1,1,0,7,4,2,0,0,19,4,1,37,16,4,0.01,0,0,52,2,3,0,5,0,0,2,5,14,6,2,0,9,3,0,0,0,6,2,0,8,2,0,0,0,0,0,0,0,0,24,12,6,4,25,16,18.44,7.9,11.07,7.37,19.01,7.37,5.82,3.1,1.16,0,0,29.87,0,4.27,0.78,1.94,0.78,0,3.49,8.92,0.39,0,0,1.94,0.39,0,1.16,0,0.39,2.72,0.78,7.76,5.82,0,0,9.7,1.55,0,0,0,1.55,0.39,0,14.35,6.21,1.55,6.59,1.94,2.33,21.34,0,0.39,5.04,5.82,0,0,6.21,0.39,1.55,11.64,3.5,0.39,0,0,0,1.55,2.33,0,0,0,20.17,0.78,1.16,0,1.94,0,0,1.94,5.43,2.33,0.78,0,0.78,0,2.33,0.78,0,3.49,1.16,0,0,3.1,0.78,0,0,0,0,0,0,0,9.31,4.66,2.33,1.55,9.7,6.21,34.69,26.32,40,25,71.43,0,54.55,50,80,0,0,0,0,0,0,65,100,0,0,64,25,0,0,33.3,42.86,100,0,33.33,25,0,0,0,48.98,63.16,40,80,64,None,1213888,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Forward,FW,FWD,74177
1213888,Romania,Liga2,2025_2026,N. Andone,Nicholas Alexandru,Andone,true,2006-11-22,true,ACS Muscelul Campulung Elite,74177,W,0,0,None,720,191744,17,Left Winger,lw,6,1,1,5,232,232,0,0,2,0,1,0,0,0,0,49,17,19,5,15,6,8,2,3,77,55,0,0,11,6,2,1,20,13,15,15,0,0,0,0,25,16,4,1,5,4,9,30,23,9,5,1,1,0,0,3,0,0,1,1,0,7,4,2,0,0,19,4,1,37,16,4,0.01,0,0,52,2,3,0,5,0,0,2,5,14,6,2,0,9,3,0,0,0,6,2,0,8,2,0,0,0,0,0,0,0,0,24,12,6,4,25,16,18.44,7.9,11.07,7.37,19.01,7.37,5.82,3.1,1.16,0,0,29.87,0,4.27,0.78,1.94,0.78,0,3.49,8.92,0.39,0,0,1.94,0.39,0,1.16,0,0.39,2.72,0.78,7.76,5.82,0,0,9.7,1.55,0,0,0,1.55,0.39,0,14.35,6.21,1.55,6.59,1.94,2.33,21.34,0,0.39,5.04,5.82,0,0,6.21,0.39,1.55,11.64,3.5,0.39,0,0,0,1.55,2.33,0,0,0,20.17,0.78,1.16,0,1.94,0,0,1.94,5.43,2.33,0.78,0,0.78,0,2.33,0.78,0,3.49,1.16,0,0,3.1,0.78,0,0,0,0,0,0,0,9.31,4.66,2.33,1.55,9.7,6.21,34.69,26.32,40,25,71.43,0,54.55,50,80,0,0,0,0,0,0,65,100,0,0,64,25,0,0,33.3,42.86,100,0,33.33,25,0,0,0,48.98,63.16,40,80,64,None,1213888,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Forward,FW,FWD,74177
1213885,Romania,Liga2,2025_2026,G. Cîrstean,George Gabriel,Cîrstean,true,2004-10-30,true,Bacău,74178,CM,0,0,None,720,191744,72,Left Centre Midfielder,lcmf,12,11,8,1,962,962,4,0,21,0,3,0,0,3,0,213,85,59,15,88,41,36,13,22,299,199,4,2,56,26,6,2,118,62,48,43,12,4,1,1,93,71,45,15,32,20,15,79,56,63,28,4,1,0,0,14,3,0,1,7,0,30,16,10,8,1,61,41,1,165,40,3,3.4,0.82,0,200,16,17,3,7,0,0,0,13,48,39,5,0,9,5,0,0,9,34,3,0,36,13,0,0,0,0,0,0,0,0,99,36,34,15,93,71,19.21,32.09,36.48,5.71,19.93,5.52,8.23,3.37,2.06,0.37,0,27.97,0.37,5.24,0.56,2.99,1.96,0,1.4,5.24,0.28,0,0,2.62,0.37,0,1.31,0.28,0.09,2.81,0.94,11.04,4.49,1.12,0.09,8.7,4.21,0.75,0.09,0,3.84,0.09,0,15.44,3.74,0.28,7.95,1.4,3.84,18.62,0.19,0.19,5.8,4.02,0.37,0.09,6.64,1.4,1.87,7.39,5.88,0.09,0,0.28,0,1.5,2.43,0.32,0.08,0,18.71,1.5,1.59,0.28,0.65,0,0,1.22,4.49,3.65,0.47,0,0,0.84,3.18,0.28,0,0.84,0.47,0,0,3.37,1.22,0,0,0,0,0,0,0,9.26,3.37,3.18,1.4,8.7,6.64,39.91,25.42,46.59,36.11,66.56,50,46.43,33.33,62.5,42.86,0,19.05,0,100,16.7,52.54,89.58,33.33,100,76.34,33.33,50,0,13.6,70.83,60,0,55.56,36.11,0,0,0,46.48,61.02,38.64,46.88,76.34,None,1213885,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,74178
1213885,Romania,Liga2,2025_2026,G. Cîrstean,George Gabriel,Cîrstean,true,2004-10-30,true,Bacău,74178,CAM,0,0,None,720,191744,11,Attacking Midfielder,amf,12,11,8,1,962,962,4,0,21,0,3,0,0,3,0,213,85,59,15,88,41,36,13,22,299,199,4,2,56,26,6,2,118,62,48,43,12,4,1,1,93,71,45,15,32,20,15,79,56,63,28,4,1,0,0,14,3,0,1,7,0,30,16,10,8,1,61,41,1,165,40,3,3.4,0.82,0,200,16,17,3,7,0,0,0,13,48,39,5,0,9,5,0,0,9,34,3,0,36,13,0,0,0,0,0,0,0,0,99,36,34,15,93,71,19.21,32.09,36.48,5.71,19.93,5.52,8.23,3.37,2.06,0.37,0,27.97,0.37,5.24,0.56,2.99,1.96,0,1.4,5.24,0.28,0,0,2.62,0.37,0,1.31,0.28,0.09,2.81,0.94,11.04,4.49,1.12,0.09,8.7,4.21,0.75,0.09,0,3.84,0.09,0,15.44,3.74,0.28,7.95,1.4,3.84,18.62,0.19,0.19,5.8,4.02,0.37,0.09,6.64,1.4,1.87,7.39,5.88,0.09,0,0.28,0,1.5,2.43,0.32,0.08,0,18.71,1.5,1.59,0.28,0.65,0,0,1.22,4.49,3.65,0.47,0,0,0.84,3.18,0.28,0,0.84,0.47,0,0,3.37,1.22,0,0,0,0,0,0,0,9.26,3.37,3.18,1.4,8.7,6.64,39.91,25.42,46.59,36.11,66.56,50,46.43,33.33,62.5,42.86,0,19.05,0,100,16.7,52.54,89.58,33.33,100,76.34,33.33,50,0,13.6,70.83,60,0,55.56,36.11,0,0,0,46.48,61.02,38.64,46.88,76.34,None,1213885,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,74178
1213885,Romania,Liga2,2025_2026,G. Cîrstean,George Gabriel,Cîrstean,true,2004-10-30,true,Bacău,74178,CM,0,0,None,720,191744,11,Right Centre Midfielder,rcmf,12,11,8,1,962,962,4,0,21,0,3,0,0,3,0,213,85,59,15,88,41,36,13,22,299,199,4,2,56,26,6,2,118,62,48,43,12,4,1,1,93,71,45,15,32,20,15,79,56,63,28,4,1,0,0,14,3,0,1,7,0,30,16,10,8,1,61,41,1,165,40,3,3.4,0.82,0,200,16,17,3,7,0,0,0,13,48,39,5,0,9,5,0,0,9,34,3,0,36,13,0,0,0,0,0,0,0,0,99,36,34,15,93,71,19.21,32.09,36.48,5.71,19.93,5.52,8.23,3.37,2.06,0.37,0,27.97,0.37,5.24,0.56,2.99,1.96,0,1.4,5.24,0.28,0,0,2.62,0.37,0,1.31,0.28,0.09,2.81,0.94,11.04,4.49,1.12,0.09,8.7,4.21,0.75,0.09,0,3.84,0.09,0,15.44,3.74,0.28,7.95,1.4,3.84,18.62,0.19,0.19,5.8,4.02,0.37,0.09,6.64,1.4,1.87,7.39,5.88,0.09,0,0.28,0,1.5,2.43,0.32,0.08,0,18.71,1.5,1.59,0.28,0.65,0,0,1.22,4.49,3.65,0.47,0,0,0.84,3.18,0.28,0,0.84,0.47,0,0,3.37,1.22,0,0,0,0,0,0,0,9.26,3.37,3.18,1.4,8.7,6.64,39.91,25.42,46.59,36.11,66.56,50,46.43,33.33,62.5,42.86,0,19.05,0,100,16.7,52.54,89.58,33.33,100,76.34,33.33,50,0,13.6,70.83,60,0,55.56,36.11,0,0,0,46.48,61.02,38.64,46.88,76.34,None,1213885,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,74178
1213884,Romania,Liga2,2025_2026,A. Coajă,Abel,Coajă,true,2001-03-06,false,Bacău,74178,FB,0,0,None,720,191744,99,Left Back,lb,13,13,1,0,1243,1243,0,0,6,0,2,0,0,0,0,199,67,96,22,39,20,37,18,11,365,251,0,0,68,39,32,13,182,113,32,26,3,0,2,2,98,74,64,30,17,12,45,142,115,55,22,1,0,0,0,0,0,0,3,0,0,27,7,3,4,2,117,30,2,154,51,8,0.36,0.22,0,187,5,12,1,29,0,0,3,4,107,48,1,0,34,22,0,0,0,76,1,0,37,18,0,0,0,0,0,0,0,0,112,69,18,9,98,74,20.99,32.55,21.45,8.47,14.41,6.95,2.82,2.68,0.8,0,0,26.43,0,4.92,2.32,1.23,0.43,0,3.26,8.33,0.14,0,0,1.59,0.07,0,0,0,0.22,1.95,0.22,13.18,2.32,0.22,0.14,7.1,4.63,0.29,0.14,0,2.17,0.14,0,11.15,3.69,0.58,4.85,1.59,1.45,18.17,0,0.94,8.18,1.88,0,0.14,5.36,2.17,0.87,10.28,3.98,0,0,0,0,0.51,2.82,0.03,0.02,0,13.54,0.36,0.87,0.07,2.1,0,0,0.29,7.75,3.48,0.07,0,0.22,0,5.5,0.07,0,2.46,1.59,0,0,2.68,1.3,0,0,0,0,0,0,0,8.11,5,1.3,0.65,7.1,5.36,33.67,22.92,51.28,48.65,68.77,0,57.35,40.63,70.59,0,0,0,0,0,23.1,62.09,81.25,0,100,75.51,46.88,25,0,18.2,71.03,100,0,64.71,48.65,0,0,0,56.28,71.88,46.15,52.94,75.51,None,1213884,"",,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,74178
